people_name_sponsors,bipartisan_rate1,bipartisan_rate2,weighted_bipartisan_rate2,bipartisan_rate3,weighted_bipartisan_rate3,bills_sponsored,introduced_num,passed_num,failed_num,vetoed_num,engrossed_num,enrolled_num,total_bills
Lori Saldana,0.32710280373831774,0.19626168224299065,0.27102803738317754,0.12672479194098812,0.17575255571696358,107,15,39,2,31,20,0,4665
Gloria Romero,0.36507936507936506,0.2698412698412698,0.30158730158730157,0.15576954149676714,0.23288833231927508,126,38,49,1,18,20,0,4665
Anthony Adams,0.625,0.3409090909090909,0.3181818181818182,0.24779178440090507,0.23557280333170566,88,22,38,7,8,13,0,4665
Karen Bass,0.1917808219178082,0.0821917808219178,0.1506849315068493,0.07695229744278247,0.09065009724052768,73,21,25,3,12,12,0,4665
Joe Coto,0.4444444444444444,0.27350427350427353,0.358974358974359,0.1979484563259983,0.24293775083266933,117,24,52,6,13,21,1,4665
Danny Gilmore,0.6271186440677966,0.4406779661016949,0.3474576271186441,0.3095309449376948,0.27056748029543,118,36,45,9,9,19,0,4665
Audra Strickland,0.5555555555555556,0.4305555555555556,0.4166666666666667,0.2935011186003699,0.31778893440280204,72,26,29,8,2,7,0,4665
Tom Torlakson,0.2846153846153846,0.16153846153846155,0.2,0.11605309611698386,0.1530040441393375,130,35,44,7,23,21,0,4665
Alberto Torrico,0.36607142857142855,0.25,0.26785714285714285,0.16972342599104817,0.20594201218001038,112,27,37,6,15,27,0,4665
Michael Villines,0.5147058823529411,0.38235294117647056,0.3382352941176471,0.24253205020267699,0.27281674379683624,68,26,21,11,1,9,0,4665
Denise Ducheny,0.17159763313609466,0.1301775147928994,0.1301775147928994,0.08253996592856011,0.09492444202528622,169,18,48,17,21,64,1,4665
George Runner,0.3904761904761905,0.29523809523809524,0.26666666666666666,0.1880730110699055,0.19690764788054363,105,43,43,3,7,9,0,4665
Patricia Wiggins,0.47692307692307695,0.4076923076923077,0.4230769230769231,0.25575916883191124,0.3206321071809716,130,28,70,2,13,17,0,4665
Paul Krekorian,0.3018867924528302,0.24528301886792453,0.3018867924528302,0.15471789740657665,0.19374158519068568,53,11,23,6,7,6,0,4665
Ira Ruskin,0.18674698795180722,0.08433734939759036,0.1144578313253012,0.06157643022127815,0.09067199276199643,166,18,63,18,15,52,0,4665
Juan Arambula,0.26229508196721313,0.20218579234972678,0.18032786885245902,0.12566878006896764,0.1422588166615416,183,28,57,24,18,56,0,4665
Chuck de Vore,0.5802469135802469,0.38271604938271603,0.24691358024691357,0.2718549609493757,0.21778317193247748,81,30,30,6,6,9,0,4665
Pedro Nava,0.37606837606837606,0.3076923076923077,0.28205128205128205,0.191436965475427,0.21958691203545191,117,27,47,7,17,19,0,4665
Dean Florez,0.48412698412698413,0.3968253968253968,0.4523809523809524,0.23990416837207726,0.31743421644848163,126,28,56,2,23,17,0,4665
Abel Maldonado,0.6385542168674698,0.4939759036144578,0.43373493975903615,0.34578815122948175,0.3579350687915322,83,39,37,0,1,6,0,4665
Jeff Denham,0.6140350877192983,0.4824561403508772,0.4298245614035088,0.32371362746076704,0.33185651058039367,114,51,47,5,4,7,0,4665
John Benoit,0.532258064516129,0.46774193548387094,0.41935483870967744,0.29963266922418397,0.3092580739755459,62,26,28,0,2,6,0,4665
Roy Ashburn,0.5,0.4583333333333333,0.40625,0.3167809976319596,0.2980749504168183,96,39,38,6,2,11,0,4665
Dave Cogdill,0.48717948717948717,0.3717948717948718,0.32051282051282054,0.24195455464268173,0.25217888539705124,78,26,36,5,2,9,0,4665
Dave Cox,0.6057692307692307,0.46153846153846156,0.3942307692307692,0.29394744086738234,0.3250570000353416,104,35,48,6,6,9,0,4665
Michael Duvall,0.35714285714285715,0.19047619047619047,0.19047619047619047,0.14770597127739984,0.14232468308642968,42,21,7,6,1,7,0,4665
Dennis Hollingsworth,0.2962962962962963,0.20987654320987653,0.16049382716049382,0.15556748590509492,0.1370296369674923,81,39,22,4,3,13,0,4665
Samuel Aanestad,0.417910447761194,0.3880597014925373,0.31343283582089554,0.23419321143201738,0.2733379656166432,67,26,30,3,3,5,0,4665
Jenny Oropeza,0.3472222222222222,0.3333333333333333,0.3472222222222222,0.1614032186948854,0.26632471121327717,72,13,32,2,11,14,0,4665
